[06Jun2025 00:17:07.885] [Render thread/INFO] [journeymap/]: World ID has been reset.
[06Jun2025 00:17:07.952] [Render thread/INFO] [journeymap/]: World UID is set to: null
[06Jun2025 00:17:08.894] [Render thread/INFO] [com.dairymoose.modernlife.core.ModernLifeClient/]: Client logout
[06Jun2025 00:17:08.904] [Render thread/INFO] [net.minecraft.client.gui.screen.ConnectingScreen/]: Connecting to mocsmods.falixsrv.me., 33105
[06Jun2025 00:17:16.514] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering ingredients: patchouli:patchouli took 900.0 ns
[06Jun2025 00:17:16.514] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering ingredients: camera:camera ...
[06Jun2025 00:17:16.514] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering ingredients: camera:camera took 900.0 ns
[06Jun2025 00:17:16.514] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering ingredients: tombstone:jei_integration ...
[06Jun2025 00:17:16.514] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering ingredients: tombstone:jei_integration took 1.000 ?s
[06Jun2025 00:17:16.514] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering ingredients: spartanweaponry:jei_plugin ...
[06Jun2025 00:17:16.514] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering ingredients: spartanweaponry:jei_plugin took 1.000 ?s
[06Jun2025 00:17:16.514] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering ingredients: trashslot:trashslot ...
[06Jun2025 00:17:16.514] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering ingredients: trashslot:trashslot took 1.000 ?s
[06Jun2025 00:17:16.514] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering ingredients: jei:debug ...
[06Jun2025 00:17:16.514] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering ingredients: jei:debug took 56.60 ?s
[06Jun2025 00:17:16.514] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering ingredients: artifacts:main ...
[06Jun2025 00:17:16.514] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering ingredients: artifacts:main took 1.000 ?s
[06Jun2025 00:17:16.514] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering ingredients: iceandfire:iceandfire ...
[06Jun2025 00:17:16.514] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering ingredients: iceandfire:iceandfire took 900.0 ns
[06Jun2025 00:17:16.514] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering ingredients: mysticalworld:mysticalworld ...
[06Jun2025 00:17:16.514] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering ingredients: mysticalworld:mysticalworld took 1.000 ?s
[06Jun2025 00:17:16.515] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering ingredients: mysticalagriculture:jei_plugin ...
[06Jun2025 00:17:16.515] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering ingredients: mysticalagriculture:jei_plugin took 900.0 ns
[06Jun2025 00:17:16.515] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering ingredients: jade:main ...
[06Jun2025 00:17:16.515] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering ingredients: jade:main took 900.0 ns
[06Jun2025 00:17:16.515] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering ingredients: endless:jei_plugin ...
[06Jun2025 00:17:16.515] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering ingredients: endless:jei_plugin took 1.000 ?s
[06Jun2025 00:17:16.515] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering ingredients: create:jei_plugin ...
[06Jun2025 00:17:16.515] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering ingredients: create:jei_plugin took 1.100 ?s
[06Jun2025 00:17:16.515] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering ingredients: spartanshields:jei_plugin ...
[06Jun2025 00:17:16.515] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering ingredients: spartanshields:jei_plugin took 900.0 ns
[06Jun2025 00:17:16.515] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering ingredients: polymorph:jei ...
[06Jun2025 00:17:16.515] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering ingredients: polymorph:jei took 900.0 ns
[06Jun2025 00:17:16.515] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering ingredients: quark:quark ...
[06Jun2025 00:17:16.515] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering ingredients: quark:quark took 1.000 ?s
[06Jun2025 00:17:16.515] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering ingredients: securitycraft:securitycraft ...
[06Jun2025 00:17:16.515] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering ingredients: securitycraft:securitycraft took 900.0 ns
[06Jun2025 00:17:16.515] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering ingredients: jei:internal ...
[06Jun2025 00:17:16.515] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering ingredients: jei:internal took 900.0 ns
[06Jun2025 00:17:16.516] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering categories: jei:minecraft ...
[06Jun2025 00:17:16.521] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering categories: jei:minecraft took 4.208 ms
[06Jun2025 00:17:16.521] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering categories: sophisticatedbackpacks:default ...
[06Jun2025 00:17:16.521] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering categories: sophisticatedbackpacks:default took 8.600 ?s
[06Jun2025 00:17:16.521] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering categories: simpleplanes:jei_plugin ...
[06Jun2025 00:17:16.521] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering categories: simpleplanes:jei_plugin took 41.40 ?s
[06Jun2025 00:17:16.521] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering categories: supplementaries:jei_plugin ...
[06Jun2025 00:17:16.521] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering categories: supplementaries:jei_plugin took 1.500 ?s
[06Jun2025 00:17:16.521] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering categories: chipped:chipped ...
[06Jun2025 00:17:16.522] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering categories: chipped:chipped took 1.473 ms
[06Jun2025 00:17:16.522] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering categories: farmersdelight:jei_plugin ...
[06Jun2025 00:17:16.525] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering categories: farmersdelight:jei_plugin took 2.086 ms
[06Jun2025 00:17:16.525] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering categories: botania:main ...
[06Jun2025 00:17:16.529] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering categories: botania:main took 4.086 ms
[06Jun2025 00:17:16.529] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering categories: curios:curios ...
[06Jun2025 00:17:16.529] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering categories: curios:curios took 2.000 ?s
[06Jun2025 00:17:16.529] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering categories: patchouli:patchouli ...
[06Jun2025 00:17:16.529] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering categories: patchouli:patchouli took 1.100 ?s
[06Jun2025 00:17:16.529] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering categories: camera:camera ...
[06Jun2025 00:17:16.529] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering categories: camera:camera took 12.30 ?s
[06Jun2025 00:17:16.529] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering categories: tombstone:jei_integration ...
[06Jun2025 00:17:16.529] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering categories: tombstone:jei_integration took 1.100 ?s
[06Jun2025 00:17:16.529] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering categories: spartanweaponry:jei_plugin ...
[06Jun2025 00:17:16.529] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering categories: spartanweaponry:jei_plugin took 900.0 ns
[06Jun2025 00:17:16.529] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering categories: trashslot:trashslot ...
[06Jun2025 00:17:16.529] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering categories: trashslot:trashslot took 900.0 ns
[06Jun2025 00:17:16.529] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering categories: jei:debug ...
[06Jun2025 00:17:16.529] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering categories: jei:debug took 3.000 ?s
[06Jun2025 00:17:16.529] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering categories: artifacts:main ...
[06Jun2025 00:17:16.529] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering categories: artifacts:main took 900.0 ns
[06Jun2025 00:17:16.529] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering categories: iceandfire:iceandfire ...
[06Jun2025 00:17:16.529] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering categories: iceandfire:iceandfire took 76.40 ?s
[06Jun2025 00:17:16.529] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering categories: mysticalworld:mysticalworld ...
[06Jun2025 00:17:16.529] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering categories: mysticalworld:mysticalworld took 1.100 ?s
[06Jun2025 00:17:16.529] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering categories: mysticalagriculture:jei_plugin ...
[06Jun2025 00:17:16.529] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering categories: mysticalagriculture:jei_plugin took 66.90 ?s
[06Jun2025 00:17:16.530] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering categories: jade:main ...
[06Jun2025 00:17:16.530] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering categories: jade:main took 1.200 ?s
[06Jun2025 00:17:16.530] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering categories: endless:jei_plugin ...
[06Jun2025 00:17:16.530] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering categories: endless:jei_plugin took 42.50 ?s
[06Jun2025 00:17:16.530] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering categories: create:jei_plugin ...
[06Jun2025 00:17:16.531] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering categories: create:jei_plugin took 1.602 ms
[06Jun2025 00:17:16.531] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering categories: spartanshields:jei_plugin ...
[06Jun2025 00:17:16.532] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering categories: spartanshields:jei_plugin took 726.8 ?s
[06Jun2025 00:17:16.532] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering categories: polymorph:jei ...
[06Jun2025 00:17:16.532] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering categories: polymorph:jei took 1.900 ?s
[06Jun2025 00:17:16.532] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering categories: quark:quark ...
[06Jun2025 00:17:16.532] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering categories: quark:quark took 1.100 ?s
[06Jun2025 00:17:16.532] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering categories: securitycraft:securitycraft ...
[06Jun2025 00:17:16.532] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering categories: securitycraft:securitycraft took 34.50 ?s
[06Jun2025 00:17:16.532] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering categories: jei:internal ...
[06Jun2025 00:17:16.533] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering categories: jei:internal took 1.004 ms
[06Jun2025 00:17:16.533] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering vanilla category extensions: jei:minecraft ...
[06Jun2025 00:17:16.533] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering vanilla category extensions: jei:minecraft took 14.60 ?s
[06Jun2025 00:17:16.533] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering vanilla category extensions: sophisticatedbackpacks:default ...
[06Jun2025 00:17:16.533] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering vanilla category extensions: sophisticatedbackpacks:default took 1.200 ?s
[06Jun2025 00:17:16.534] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering vanilla category extensions: simpleplanes:jei_plugin ...
[06Jun2025 00:17:16.534] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering vanilla category extensions: simpleplanes:jei_plugin took 5.900 ?s
[06Jun2025 00:17:16.534] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering vanilla category extensions: supplementaries:jei_plugin ...
[06Jun2025 00:17:16.534] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering vanilla category extensions: supplementaries:jei_plugin took 1.000 ?s
[06Jun2025 00:17:16.534] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering vanilla category extensions: chipped:chipped ...
[06Jun2025 00:17:16.534] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering vanilla category extensions: chipped:chipped took 900.0 ns
[06Jun2025 00:17:16.534] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering vanilla category extensions: farmersdelight:jei_plugin ...
[06Jun2025 00:17:16.534] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering vanilla category extensions: farmersdelight:jei_plugin took 900.0 ns
[06Jun2025 00:17:16.534] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering vanilla category extensions: botania:main ...
[06Jun2025 00:17:16.534] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering vanilla category extensions: botania:main took 627.3 ?s
[06Jun2025 00:17:16.534] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering vanilla category extensions: curios:curios ...
[06Jun2025 00:17:16.534] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering vanilla category extensions: curios:curios took 1.800 ?s
[06Jun2025 00:17:16.534] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering vanilla category extensions: patchouli:patchouli ...
[06Jun2025 00:17:16.534] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering vanilla category extensions: patchouli:patchouli took 1.100 ?s
[06Jun2025 00:17:16.534] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering vanilla category extensions: camera:camera ...
[06Jun2025 00:17:16.535] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering vanilla category extensions: camera:camera took 60.30 ?s
[06Jun2025 00:17:16.535] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering vanilla category extensions: tombstone:jei_integration ...
[06Jun2025 00:17:16.535] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering vanilla category extensions: tombstone:jei_integration took 1.400 ?s
[06Jun2025 00:17:16.535] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering vanilla category extensions: spartanweaponry:jei_plugin ...
[06Jun2025 00:17:16.535] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering vanilla category extensions: spartanweaponry:jei_plugin took 1.000 ?s
[06Jun2025 00:17:16.535] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering vanilla category extensions: trashslot:trashslot ...
[06Jun2025 00:17:16.535] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering vanilla category extensions: trashslot:trashslot took 1.100 ?s
[06Jun2025 00:17:16.535] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering vanilla category extensions: jei:debug ...
[06Jun2025 00:17:16.535] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering vanilla category extensions: jei:debug took 900.0 ns
[06Jun2025 00:17:16.535] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering vanilla category extensions: artifacts:main ...
[06Jun2025 00:17:16.535] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering vanilla category extensions: artifacts:main took 1.000 ?s
[06Jun2025 00:17:16.535] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering vanilla category extensions: iceandfire:iceandfire ...
[06Jun2025 00:17:16.535] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering vanilla category extensions: iceandfire:iceandfire took 1.000 ?s
[06Jun2025 00:17:16.535] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering vanilla category extensions: mysticalworld:mysticalworld ...
[06Jun2025 00:17:16.535] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering vanilla category extensions: mysticalworld:mysticalworld took 1.000 ?s
[06Jun2025 00:17:16.535] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering vanilla category extensions: mysticalagriculture:jei_plugin ...
[06Jun2025 00:17:16.535] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering vanilla category extensions: mysticalagriculture:jei_plugin took 1.100 ?s
[06Jun2025 00:17:16.535] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering vanilla category extensions: jade:main ...
[06Jun2025 00:17:16.535] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering vanilla category extensions: jade:main took 1.100 ?s
[06Jun2025 00:17:16.535] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering vanilla category extensions: endless:jei_plugin ...
[06Jun2025 00:17:16.535] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering vanilla category extensions: endless:jei_plugin took 1.000 ?s
[06Jun2025 00:17:16.535] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering vanilla category extensions: create:jei_plugin ...
[06Jun2025 00:17:16.535] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering vanilla category extensions: create:jei_plugin took 1.200 ?s
[06Jun2025 00:17:16.535] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering vanilla category extensions: spartanshields:jei_plugin ...
[06Jun2025 00:17:16.535] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering vanilla category extensions: spartanshields:jei_plugin took 1.000 ?s
[06Jun2025 00:17:16.535] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering vanilla category extensions: polymorph:jei ...
[06Jun2025 00:17:16.535] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering vanilla category extensions: polymorph:jei took 1.100 ?s
[06Jun2025 00:17:16.535] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering vanilla category extensions: quark:quark ...
[06Jun2025 00:17:16.535] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering vanilla category extensions: quark:quark took 8.900 ?s
[06Jun2025 00:17:16.535] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering vanilla category extensions: securitycraft:securitycraft ...
[06Jun2025 00:17:16.535] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering vanilla category extensions: securitycraft:securitycraft took 2.000 ?s
[06Jun2025 00:17:16.535] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering vanilla category extensions: jei:internal ...
[06Jun2025 00:17:16.535] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering vanilla category extensions: jei:internal took 1.900 ?s
[06Jun2025 00:17:16.536] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering recipes: jei:minecraft ...
[06Jun2025 00:17:17.184] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering recipes: jei:minecraft took 648.6 ms
[06Jun2025 00:17:17.185] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering recipes: sophisticatedbackpacks:default ...
[06Jun2025 00:17:17.185] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering recipes: sophisticatedbackpacks:default took 510.4 ?s
[06Jun2025 00:17:17.186] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering recipes: simpleplanes:jei_plugin ...
[06Jun2025 00:17:17.186] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering recipes: simpleplanes:jei_plugin took 20.50 ?s
[06Jun2025 00:17:17.186] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering recipes: supplementaries:jei_plugin ...
[06Jun2025 00:17:17.191] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering recipes: supplementaries:jei_plugin took 4.843 ms
[06Jun2025 00:17:17.191] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering recipes: chipped:chipped ...
[06Jun2025 00:17:17.191] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering recipes: chipped:chipped took 571.9 ?s
[06Jun2025 00:17:17.191] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering recipes: farmersdelight:jei_plugin ...
[06Jun2025 00:17:17.200] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering recipes: farmersdelight:jei_plugin took 8.415 ms
[06Jun2025 00:17:17.200] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering recipes: botania:main ...
[06Jun2025 00:17:17.201] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering recipes: botania:main took 596.1 ?s
[06Jun2025 00:17:17.201] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering recipes: curios:curios ...
[06Jun2025 00:17:17.201] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering recipes: curios:curios took 1.700 ?s
[06Jun2025 00:17:17.201] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering recipes: patchouli:patchouli ...
[06Jun2025 00:17:17.201] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering recipes: patchouli:patchouli took 1.000 ?s
[06Jun2025 00:17:17.201] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering recipes: camera:camera ...
[06Jun2025 00:17:17.201] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering recipes: camera:camera took 21.60 ?s
[06Jun2025 00:17:17.201] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering recipes: tombstone:jei_integration ...
[06Jun2025 00:17:17.202] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering recipes: tombstone:jei_integration took 817.8 ?s
[06Jun2025 00:17:17.202] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering recipes: spartanweaponry:jei_plugin ...
[06Jun2025 00:17:17.206] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering recipes: spartanweaponry:jei_plugin took 4.145 ms
[06Jun2025 00:17:17.206] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering recipes: trashslot:trashslot ...
[06Jun2025 00:17:17.206] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering recipes: trashslot:trashslot took 2.300 ?s
[06Jun2025 00:17:17.206] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering recipes: jei:debug ...
[06Jun2025 00:17:17.206] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering recipes: jei:debug took 6.700 ?s
[06Jun2025 00:17:17.206] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering recipes: artifacts:main ...
[06Jun2025 00:17:17.230] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering recipes: artifacts:main took 24.08 ms
[06Jun2025 00:17:17.230] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering recipes: iceandfire:iceandfire ...
[06Jun2025 00:17:17.235] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering recipes: iceandfire:iceandfire took 5.285 ms
[06Jun2025 00:17:17.236] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering recipes: mysticalworld:mysticalworld ...
[06Jun2025 00:17:17.236] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering recipes: mysticalworld:mysticalworld took 35.70 ?s
[06Jun2025 00:17:17.236] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering recipes: mysticalagriculture:jei_plugin ...
[06Jun2025 00:17:17.239] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering recipes: mysticalagriculture:jei_plugin took 3.298 ms
[06Jun2025 00:17:17.239] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering recipes: jade:main ...
[06Jun2025 00:17:17.239] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering recipes: jade:main took 2.600 ?s
[06Jun2025 00:17:17.239] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering recipes: endless:jei_plugin ...
[06Jun2025 00:17:17.242] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering recipes: endless:jei_plugin took 2.846 ms
[06Jun2025 00:17:17.242] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering recipes: create:jei_plugin ...
[06Jun2025 00:17:17.934] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering recipes: create:jei_plugin took 692.1 ms
[06Jun2025 00:17:17.934] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering recipes: spartanshields:jei_plugin ...
[06Jun2025 00:17:17.938] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering recipes: spartanshields:jei_plugin took 3.780 ms
[06Jun2025 00:17:17.938] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering recipes: polymorph:jei ...
[06Jun2025 00:17:17.938] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering recipes: polymorph:jei took 2.200 ?s
[06Jun2025 00:17:17.938] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering recipes: quark:quark ...
[06Jun2025 00:17:17.943] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering recipes: quark:quark took 4.378 ms
[06Jun2025 00:17:17.943] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering recipes: securitycraft:securitycraft ...
[06Jun2025 00:17:17.948] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering recipes: securitycraft:securitycraft took 5.260 ms
[06Jun2025 00:17:17.948] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering recipes: jei:internal ...
[06Jun2025 00:17:17.948] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering recipes: jei:internal took 2.200 ?s
[06Jun2025 00:17:17.948] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering recipes transfer handlers: jei:minecraft ...
[06Jun2025 00:17:17.949] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering recipes transfer handlers: jei:minecraft took 71.20 ?s
[06Jun2025 00:17:17.949] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering recipes transfer handlers: sophisticatedbackpacks:default ...
[06Jun2025 00:17:17.949] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering recipes transfer handlers: sophisticatedbackpacks:default took 9.900 ?s
[06Jun2025 00:17:17.949] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering recipes transfer handlers: simpleplanes:jei_plugin ...
[06Jun2025 00:17:17.949] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering recipes transfer handlers: simpleplanes:jei_plugin took 3.200 ?s
[06Jun2025 00:17:17.949] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering recipes transfer handlers: supplementaries:jei_plugin ...
[06Jun2025 00:17:17.949] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering recipes transfer handlers: supplementaries:jei_plugin took 1.200 ?s
[06Jun2025 00:17:17.949] [Render thread/INFO] [mezz.jei.load.PluginCaller/]: Registering recipes transfer handlers: chipped:chipped ...
